"asin","product_avg_ratings","price","main_cat","rank"
"B00KOBT82G",4.63636363636364,12.5,"1",133036
"B00KOBXISG",4.44444444444444,76.5,"1",107616
"B00KOC31HI",5,50,"0",2071938
"B00KOCBQZ2",5,65.49,"0",1180040
"B00KOCGB5M",4.71428571428571,16.99,"0",611920
"B00KOCI20E",1,7.24,"0",305411
"B00KOCLHO2",5,18.16,"0",616437
"B00KOCNLLE",5,43.49,"0",1504304
"B00KOD0OVS",4,38.16,"0",1493211
"B00KOD2W0Y",5,13.51,"0",295475
"B00KOD34M4",5,12.88,"0",841305
"B00KOQPGN6",4.625,16.28,"1",67638
"B00KOU21OY",2.84375,7.99,"0",120669
"B00KP0ZQX6",3.66666666666667,103,"0",228034
"B00KPFN05C",5,5.96,"0",374635
"B00KPG89MK",2.91666666666667,5.99,"0",251443
"B00KPH2F6A",3.85294117647059,4.57,"0",461086
"B00KPH8N8E",3.77777777777778,5.35,"0",675903
"B00KPHK3KA",3.85714285714286,5.87,"0",610336
"B00KPVFL4E",4.46153846153846,29,"1",16520
"B00KPVJHJ4",5,8.87,"0",855687
"B00KQ12A0G",4.8659793814433,13.96,"0",287569
"B00KQ2NZ22",4.33846153846154,42.1,"0",242805
"B00KQAFBB2",1.5,7.57,"0",872889
"B00KQFZDYM",5,31.73,"0",1878486
"B00KQUA76Q",2,12.95,"0",246121
"B00KQW9ZKI",4.42105263157895,16.95,"0",530172
"B00KQXQ0L4",4.18181818181818,23.85,"0",338276
"B00KR1QTUC",4.33333333333333,13.98,"0",624343
"B00KR1VB6O",5,10.75,"0",833676
"B00KR34JFW",4.23076923076923,75,"1",255814
"B00KRCFJ9I",3,8.45,"0",593663
"B00KRFOMRK",1,190,"1",1465015
"B00KRG4BSE",3.95833333333333,82,"1",296737
"B00KRHE8XQ",4.5,29.99,"1",785
"B00KRK2JFW",4.27272727272727,30,"1",20481
"B00KRSO0BK",3,75.44,"0",1535105
"B00KRT4HBW",3.55555555555556,77.39,"0",626017
"B00KRUBTNU",4,48.38,"0",434629
"B00KRW0RV8",2,4.59,"0",1189841
"B00KRYAVLW",3,3.9,"0",244316
"B00KS4JCEI",4.63380281690141,52,"1",514326
"B00KS4JHWA",3.66666666666667,41.65,"1",341124
"B00KS4JMHA",4,74,"1",541041
"B00KS4K20G",3,90,"1",464292
"B00KS4KLIO",4.71428571428571,95,"1",216728
"B00KS4KQ6Q",4.05555555555556,25,"1",226964
"B00KS4KQD4",3.36363636363636,25,"1",413359
"B00KS4KQI4",4.58333333333333,56.52,"1",538162
"B00KS4KYRW",4.48076923076923,68,"1",126630
"B00KS65O8O",3.7,22,"1",189411
"B00KSD82AE",4.50769230769231,16,"1",15092
"B00KSR29SQ",3.74603174603175,40,"1",193591
"B00KSS3MJ0",4.16017316017316,44,"1",2356
"B00KSTG6XI",3,16.99,"0",643363
"B00KSYZACG",4.2,50,"1",50718
"B00KTF76TY",4.6,75,"1",53733
"B00KTGGTBO",5,7,"0",604762
"B00KTLPSZ2",4.5,10,"1",41481
"B00KTLQYQO",4.2,69.99,"1",527862
"B00KTLQYSC",3.88,71.99,"1",488266
"B00KTMYG4A",4.6,10.99,"0",581645
"B00KTTCYQK",4.45833333333333,15.95,"1",344069
"B00KTTQJEI",5,3.05,"0",496452
"B00KU4V1SQ",4.875,3.2,"0",66518
"B00KU8NYZU",3.98863636363636,12.49,"0",104661
"B00KUGH9XA",5,19.95,"0",295458
"B00KUYXN0K",4.66666666666667,7.21,"0",836561
"B00KUYXNG4",5,15.69,"0",1142901
"B00KUYXOCW",4.08333333333333,7.21,"0",260991
"B00KUYXP8K",5,6.99,"0",320016
"B00KUYXQ3O",3,6.96,"0",305829
"B00KUYXVE8",3,5.62,"0",905399
"B00KUYXW6U",4.66666666666667,7.21,"0",786365
"B00KUYXY2C",4.66666666666667,7.11,"0",700870
"B00KUYXYRM",4.5,7.21,"0",627247
"B00KUYY3SQ",5,8.29,"0",137225
"B00KUYY9B2",4.33333333333333,7.15,"0",183356
"B00KUYYML4",4.5,15.69,"0",1057937
"B00KUYYRYQ",5,14.79,"0",971990
"B00KV2S5UO",4.35964912280702,30,"1",3291
"B00KV32GNA",3.42168674698795,1.99,"0",198750
"B00KV9QRGG",3.57142857142857,2.99,"0",454998
"B00KVFQ2ME",4,38.72,"1",380825
"B00KVHP0TI",4.07692307692308,138,"1",270405
"B00KVJZCIK",5,36.91,"0",1777750
"B00KVL4I24",5,16.95,"0",1367766
"B00KVMV0QA",3,19.9,"0",258663
"B00KW54UUE",5,11.5,"0",1892498
"B00KW7OMQY",4.51315789473684,78.44,"0",33801
"B00KWCJ9AS",3.66666666666667,55,"0",1153316
"B00KWCKOAC",4,14,"1",148283
"B00KWGXJ8M",4.55555555555556,15.95,"1",799878
"B00KWH0QZA",3.86666666666667,59,"1",389665
"B00KWH5DMQ",4.48,23,"1",577055
"B00KWH6IE8",4.19047619047619,25,"1",1468740
"B00KWH9YZ8",4.23529411764706,24.17,"1",1272069
"B00KWHB9CO",4.0625,28,"1",782294
"B00KWHE31S",4.35135135135135,6.58,"1",968049
"B00KWHGDIE",4.15151515151515,18,"1",574332
"B00KWM5SVW",5,20.46,"0",833729
"B00KWMUAA6",5,72,"1",486789
"B00KWXZUUK",1.5,13.99,"0",1566242
"B00KX8AZ6S",3.5,39.79,"0",444208
"B00KXB7KE0",5,13.59,"0",391237
"B00KXDECGC",4.176,23.99,"0",68801
"B00KXEWE98",4.05263157894737,30,"1",13326
"B00KXHEURE",5,6.45,"0",1283991
"B00KXKX4LO",4.375,2.59,"0",294623
"B00KY32DF8",4.40740740740741,99,"1",18300
"B00KY40B60",5,7.27,"0",479641
"B00KY6XUAM",5,2.99,"0",674668
"B00KY81HJ6",3,19,"1",44788
"B00KY82C5E",4.33333333333333,19,"1",112250
"B00KY88I2U",5,24,"1",68403
"B00KY8SL0Y",4.44444444444444,23,"1",170508
"B00KY9I2JS",5,8,"0",109456
"B00KYADAYE",5,26,"1",200326
"B00KYAEQNI",4.2,23,"1",70387
"B00KYAHH6G",4.3,25,"1",73366
"B00KYAYL2E",4.47222222222222,98,"1",84967
"B00KYB4DK8",5,23,"1",195197
"B00KYB5D9I",4.66666666666667,20,"1",54179
"B00KYBBDJC",5,23,"1",74567
"B00KYBTRH2",4.5,11,"1",179574
"B00KYC0342",5,11,"1",843898
"B00KYCLTCM",4.06542056074766,49,"1",2200
"B00KYLL8RY",4.45454545454545,80,"1",245224
"B00KYN6W2S",4.33333333333333,46,"1",143852
"B00KYURMIY",4.44444444444444,15,"1",293814
"B00KYVCBWU",3.66666666666667,53,"1",180973
"B00KYVGFPO",3.66666666666667,183.77,"1",922954
"B00KYVNFHA",5,10,"0",427103
"B00KYVVVIA",5,73,"1",916507
"B00KYW2WT6",5,53,"1",112859
"B00KYWM3A4",4.5,22.88,"0",229136
"B00KYWMP1G",4,29.88,"0",1476612
"B00KYWN09C",2.75,59.88,"0",977365
"B00KYXS334",3.66666666666667,49,"0",766086
"B00KZ289GA",3.6,2.89,"0",113259
"B00KZ2Q1YW",3.66666666666667,305,"1",763396
"B00KZTTYOE",4,280,"1",1520316
"B00L00E2NU",4.45054945054945,15.99,"1",1934
"B00L00RLVA",4.10909090909091,15.99,"1",3655
"B00L01DEII",3.82417582417582,15.99,"1",582
"B00L034OGW",5,3.95,"0",528109
"B00L037MCK",2,3.99,"0",881528
"B00L0406RC",2.66666666666667,2.95,"0",982578
"B00L042D96",3.66666666666667,2.49,"0",665067
"B00L04M15C",3.66666666666667,2.99,"0",671167
"B00L0JYAZG",4.67099567099567,39.95,"0",132281
"B00L0N4ZGQ",4,8.91,"0",697370
"B00L0TUCWQ",3.5,26.99,"0",1217489
"B00L10UKLW",4.5,23.42,"0",306111
"B00L1GXRS4",5,9.99,"0",1393079
"B00L1LMT0G",4.5,18,"1",84489
"B00L1N3QSS",3.22222222222222,28.95,"0",927442
"B00L21TOB2",4.5,6.99,"0",266902
"B00L2GYRK0",4.31372549019608,48,"1",90672
"B00L2QVAB4",2.75,11.58,"0",466377
"B00L2Y5WVA",4.25,5.95,"0",1018512
"B00L342I5W",4.66666666666667,31.99,"0",1087894
"B00L3497EM",4.375,29.98,"0",839318
"B00L37ME6W",4.33333333333333,2.69,"0",794385
"B00L3E6ADI",5,5.98,"0",1406682
"B00L3EOSSM",4,46,"1",183093
"B00L3EOVYI",4,38,"1",199057
"B00L3LUQ9A",3.5,9.46,"0",737206
"B00L3RELPE",5,7.87,"0",763141
"B00L3RGGR0",5,5.96,"0",1445607
"B00L3RJWJY",2,28.24,"0",628301
"B00L3TFBPG",3.5,3.49,"0",438431
"B00L3UCQYY",4.5,19.06,"0",313155
"B00L3UEE58",1,1.94,"0",1459467
"B00L4DB0CY",4.5,13.49,"0",313565
"B00L4H3XWU",3.2,13,"0",1651199
"B00L4R42O8",2.77777777777778,4.45,"0",254048
"B00L51GEK8",3,3.35,"0",649418
"B00L5FZIJC",2.90909090909091,97,"1",95507
"B00L62HMQG",3.5668449197861,3.99,"0",298866
"B00L673LL6",5,9.99,"0",865502
"B00L67UNF8",5,43.56,"0",1088111
"B00L6D83IG",4.5,1.99,"0",847657
"B00L6T6QMK",4.15,44.9,"0",230709
"B00L7T3LOA",4.25,68,"1",879425
"B00L7ZSKTA",3.93333333333333,8.5,"0",53017
"B00L82LIBE",5,8,"0",1535590
"B00L87DN6M",2,48,"1",376233
"B00L87FD9C",4,29,"1",1760457
"B00L87JLWM",2,31,"1",1789654
"B00L87UPH2",4.39473684210526,38,"1",19907
"B00L88S190",4.47959183673469,14.99,"0",201514
"B00L8CUZH2",4,1.35,"0",1343226
"B00L8D0ERW",4.66666666666667,3.99,"0",518405
"B00L8OOSL4",4.5,29,"1",197371
"B00L99736U",4.45871559633028,19.95,"0",37731
"B00L9M27I6",4.03030303030303,120,"1",172120
"B00L9XRVM2",4.17777777777778,45.36,"1",18555
"B00LA5I2LI",4.33333333333333,44,"0",653780
"B00LA5NHXQ",4.3325,27,"1",346
"B00LA5NKTM",4.34078212290503,27,"1",6581
"B00LA70U7U",3,10.49,"0",1045491
"B00LA8GUIM",5,19,"1",1762839
"B00LA8HN0Q",4.6,105,"1",219926
"B00LA8HSRO",5,43,"1",356790
"B00LABSYEW",4.25,6.99,"0",727272
"B00LABZPNU",5,13.55,"0",1007121
"B00LACHIL6",5,6.99,"0",737933
"B00LACM50K",5,17.25,"0",668132
"B00LAM2L9A",4.5,80,"0",552450
"B00LAN2YEQ",3.57692307692308,7.31,"1",1879432
"B00LANFOPC",5,11.99,"0",953579
"B00LAY38SQ",4.25806451612903,128,"1",48091
"B00LAYEVNM",4.83333333333333,63,"1",97111
"B00LAYG284",3.5,63,"1",450726
"B00LAYICH8",3.75,69,"1",84321
"B00LAYOE0W",1,5.92,"0",1150232
"B00LB43T9S",4.5,10.03,"0",814046
"B00LB443J8",5,19.76,"0",104369
"B00LB45ZCM",5,10.47,"0",88926
"B00LB46KG2",4,60.18,"0",433280
"B00LBDLD6K",3,30,"0",100164
"B00LBGZ64W",4.66666666666667,31.95,"0",1031988
"B00LBHDYWM",5,6.94,"0",1207165
"B00LBHEP3O",4.72413793103448,21,"1",655
"B00LBIBS4C",3.92857142857143,49,"1",138255
"B00LBJJCOE",3.5,22.88,"0",322878
"B00LBJJE6U",1,15.88,"0",857398
"B00LBR8H2O",3,1.49,"0",2784403
"B00LBZ8HY4",3.875,1.69,"0",1474208
"B00LC0G2TA",2,55,"1",660767
"B00LC0G3P8",5,73,"1",399198
"B00LC1T8EA",4,6.41,"0",968332
"B00LC2817O",5,8.85,"0",674494
"B00LC2V3F6",3.66666666666667,7.81,"0",471005
"B00LCA2PTQ",5,29.95,"0",274772
"B00LCAN8EC",3,8.99,"0",1535764
"B00LCBLEGK",4.34177215189873,66,"1",16654
"B00LCBNOPO",4.26851851851852,52,"1",2483
"B00LCBRIW4",4.25454545454545,45,"1",11241
"B00LCUSSBK",4.58974358974359,42,"1",57048
"B00LD762IS",4,2.95,"0",690649
"B00LD7LWJW",4.25,1.99,"0",147239
"B00LDAT9BW",4.64375,80,"1",147149
"B00LDDMFHY",3.5,19.99,"0",529809
"B00LDTS5YU",1.5,17.99,"0",1094971
"B00LDTSDOW",2,5.04,"0",1166970
"B00LDTSE7S",3.8,5.06,"0",713428
"B00LDTSEZA",5,5.97,"0",1130373
"B00LE6NOHU",5,165.99,"0",1269979
"B00LE80F3Y",3.5,135,"1",461187
"B00LEG1W42",5,49.99,"0",772172
"B00LEJFU38",5,5.99,"0",1743990
"B00LEQ6B1Q",4.28571428571429,249,"1",104240
"B00LEST7Z6",5,1.75,"0",952109
"B00LEVZBKI",2.5,56,"1",947725
"B00LEWOG3U",4.69444444444444,31.97,"0",57904
"B00LF4XOQM",3.42857142857143,5.29,"0",758226
"B00LFASH2W",4,28.39,"0",1607884
"B00LFN7DO2",4.34615384615385,15,"1",35609
"B00LFT0OA6",3,19.8,"0",286279
"B00LFZCVCE",4,4.85,"0",901920
"B00LFZT0W8",4,15.45,"0",1075511
"B00LG0AORM",3,15.99,"0",754247
"B00LG64HUG",2.2,2.99,"0",915438
"B00LG662MW",1,1.99,"0",1072476
"B00LG67URS",1,0.99,"0",1388021
"B00LGBAK3Y",2.89655172413793,1.49,"0",792049
"B00LGBALT2",2.83333333333333,1.49,"0",792049
"B00LGDNALG",5,9,"0",314486
"B00LGHOI8G",3.66666666666667,5.5,"0",56625
"B00LGM5QFU",4.66666666666667,13,"0",145738
"B00LGRGUIW",5,54.8,"0",596745
"B00LGZ7ISA",5,18,"0",1648879
"B00LH1CNG0",1,5.95,"0",1715572
"B00LH2AAM8",5,49.94,"0",279683
"B00LH3YWMG",3,1.99,"0",920983
"B00LHE03UA",2.9,2.99,"0",653825
"B00LHE4QW6",5,1.99,"0",713668
"B00LHETGH6",5,2.49,"0",1382952
"B00LHHTMMM",3.66666666666667,2.99,"0",954272
"B00LHHXVAQ",5,0.99,"0",913865
"B00LHI1U7Q",2.5,2.95,"0",810195
"B00LHIK4CI",2,0.99,"0",1112662
"B00LI4IG2G",5,29.99,"0",321739
"B00LI4XAWM",3,26.98,"0",1295528
"B00LI8W9IE",4.6,22.48,"0",751709
"B00LI9QXH6",4,15.98,"0",1347680
"B00LIB00FU",3.33333333333333,11.88,"0",1044079
"B00LIB4W0O",5,4.95,"0",1134217
"B00LIBEJUW",5,7.95,"0",520258
"B00LILM31E",5,12.99,"0",1035234
"B00LIMN3NU",4.85714285714286,16.99,"0",808812
"B00LINZRPQ",4.41176470588235,78,"1",189417
"B00LIRV3OQ",4.66666666666667,7.99,"0",450582
"B00LIX0YPE",3.7,6.99,"0",152368
"B00LIXT0M2",4.15151515151515,42.99,"1",242654
"B00LJ2F2YC",5,39.95,"0",2033898
"B00LJ37V5Y",4,18.65,"0",281886
"B00LJ4TO44",5,47.04,"0",2603741
"B00LJ4TVU6",1,47.62,"0",2167168
"B00LJ7JVM6",4.875,20.4,"0",1027078
"B00LJ81EJS",5,52.94,"0",743217
"B00LJKSXPO",2.33333333333333,38,"0",1142907
"B00LJMW8UI",4.04761904761905,9.99,"0",225509
"B00LJOHRES",5,118.68,"0",885550
"B00LJQSAII",5,35.1,"0",70081
"B00LJWIKQO",4,47.58,"0",140430
"B00LJWIMNA",4.5,40.74,"0",216971
"B00LK8YSK4",4.85714285714286,14.99,"0",771035
"B00LKC25RI",5,11.48,"0",1900970
"B00LKL4FP4",2,6.99,"0",874889
"B00LKP836W",3.66666666666667,40,"0",335437
"B00LKQ2V5U",4.3,9.99,"0",244816
"B00LLDUD6G",5,90,"1",1644647
"B00LLH42J6",5,14.98,"0",839647
"B00LLIGXB0",5,8,"0",94315
"B00LLJI36C",4.45588235294118,179,"1",12557
"B00LLJI5ZG",4.44444444444444,102,"1",50347
"B00LLJI95W",4.0625,44,"1",52285
"B00LLJIIO4",4.58536585365854,102,"1",22515
"B00LLJIIWQ",2.33333333333333,38,"1",72857
"B00LLJINKI",4.29411764705882,88,"1",111909
"B00LLJIPSI",4.60759493670886,58,"1",16672
"B00LLJITKC",4.35483870967742,69,"1",14813
"B00LLJJ064",3.66666666666667,88,"1",78393
"B00LLJJH7G",4.2,102,"1",10801
"B00LLKHAI8",4.47457627118644,14.95,"0",7919
"B00LMG5TFW",3.83333333333333,26,"1",43914
"B00LMG6PGO",5,98,"1",102389
"B00LMM7XPK",4.63636363636364,59.88,"0",420853
"B00LMM84UI",5,99.88,"0",199797
"B00LMM87PA",5,109.88,"0",561377
"B00LMTEBLW",3.25,2.69,"0",314202
"B00LNCB4A4",5,32,"1",186251
"B00LNCKQJ4",5,61.27,"0",645347
"B00LNJSDWO",3.8,120,"1",31113
"B00LNNKY04",4.5,13.48,"0",818837
"B00LNQOLXC",4.2,42.08,"1",258240
"B00LO1DNXU",4.21120689655172,14.99,"1",1174
"B00LO1N2FE",5,12.66,"0",225312
"B00LO2RO7K",4.29447852760736,14.99,"1",2927
"B00LO3DI6K",4,218.79,"0",763306
"B00LO3IP2W",3.5,4.85,"0",572415
"B00LOGD4KM",3,3.49,"0",913776
"B00LOGD6QE",2.6,2.99,"0",735957
"B00LORRWCW",5,4.25,"0",123650
"B00LORWUZG",4.25806451612903,8,"0",16623
"B00LP8XD14",2.8,56,"1",778732
"B00LP8XERW",3.58333333333333,31.85,"1",95534
"B00LP9BRGQ",4.625,50,"1",115061
"B00LP9BSOC",4,40,"1",336358
"B00LP9NZ84",3.88461538461538,4.33,"0",516427
"B00LPAPW9I",4.85714285714286,1.99,"0",59650
"B00LPBQNU4",5,40.99,"0",706049
"B00LPK7UY8",4.33333333333333,36,"1",134872
"B00LPLI7PI",5,6.8,"0",1215448
"B00LPP2N72",3.8,6.99,"0",284417
"B00LPP2R5U",5,9.59,"0",813809
"B00LPP3G2I",4.64,8.99,"0",222744
"B00LPPOQHC",4.8,9.99,"0",746220
"B00LPQBCQO",5,4.99,"0",997825
"B00LPQX4NS",5,321.6,"0",775771
"B00LPREIIC",5,10,"0",835051
"B00LPYBJLY",4.41666666666667,18,"1",27163
"B00LQBBAEC",3.71428571428571,3.99,"0",411789
"B00LQBGU1A",4.66666666666667,8.99,"0",1446711
"B00LQCJHBY",4.5,17.99,"0",808167
"B00LQDSJBM",4.91666666666667,15.99,"0",217038
"B00LQDVW9I",5,15.99,"0",1384235
"B00LQTB9OA",2,29.99,"0",1025786
"B00LRCXA1G",3,14.99,"0",1406640
"B00LRET0LS",4.27272727272727,49,"1",64002
"B00LRWAZU0",4.25,36,"1",12676
"B00LRWMHJ2",4.4950495049505,58,"1",21087
"B00LSC3XZS",4.16666666666667,5.99,"0",450890
"B00LSCDX7G",4.85714285714286,14.6,"0",246168
"B00LSCERXU",4.3695652173913,14.03,"0",339560
"B00LSV81LU",4,12.99,"0",89126
"B00LSWBYZO",4.33333333333333,40,"1",243210
"B00LT225UQ",1,14.9,"0",1512120
"B00LTQGOC2",4.66666666666667,23.94,"0",689433
"B00LU1XS3O",4.05714285714286,97.5,"1",197580
"B00LU2VF1U",5,11.95,"0",896340
"B00LU48OOY",1,16.35,"0",754166
"B00LU78ODM",5,25.82,"0",927864
"B00LUF7NA4",4,13.95,"0",159534
"B00LUFSM40",4,3.36,"0",577826
"B00LURZZLG",3.96296296296296,12.99,"0",102616
"B00LUS9TRG",4,17.44,"0",584384
"B00LUSQOUQ",5,16.04,"0",2189878
"B00LUSR8L0",5,32.69,"0",549643
"B00LUTZN2A",4.83333333333333,40,"1",77695
"B00LUZWI7M",5,63.2,"1",164788
"B00LV2E96C",4.19230769230769,35,"1",45387
"B00LVB6CI6",4.3695652173913,18,"1",35730
"B00LVMOD4A",3,16.69,"0",1609736
"B00LVOMYL2",5,8.39,"0",1057268
"B00LW6OWPK",5,58.25,"0",2106828
"B00LW7QB2G",4.42857142857143,43.99,"0",475880
"B00LW9E99G",3.875,12.95,"0",615294
"B00LWDSVVO",5,36,"0",597217
"B00LWEPNGY",5,14.64,"0",1001791
"B00LWM5I66",4.41463414634146,98,"1",32897
"B00LWRXUH0",4.53846153846154,38.96,"0",630483
"B00LWUTSZU",4,20.93,"0",506698
"B00LX136OM",2.66666666666667,1.19,"0",825999
"B00LX22L7E",4.55555555555556,20,"1",48385
"B00LXB51YK",5,17.59,"0",270518
"B00LXF7P9K",2.25,14,"1",1188309
"B00LXFEJ30",5,396.66,"0",1518756
"B00LXIRZJM",1,5.99,"0",1718709
"B00LXNODA6",4.33333333333333,16.65,"0",336294
"B00LY7QSFO",1,19.98,"0",1331459
"B00LYHEPFE",5,16.95,"0",129293
"B00LYUQPQ8",2.83333333333333,3.49,"0",752489
"B00LYXECYM",2,25.12,"1",629229
"B00LZ5V3GY",5,5.99,"0",2449532
"B00LZ6O1VW",5,5.99,"0",2067548
"B00LZ6RMNQ",5,5.99,"0",1583914
"B00LZ7EPTE",4,5.98,"0",52830
"B00LZG4RDO",3.81818181818182,7.99,"0",414034
"B00LZHG6IM",3.66666666666667,8.99,"0",934171
"B00LZHIXEM",3.5,9.99,"0",778128
"B00LZLH5MO",5,11,"0",1708231
"B00LZNF5ME",4.09523809523809,8.99,"0",465917
"B00LZSU7JU",4.44444444444444,10.53,"0",111271
"B00M09YVTA",4.75,59.99,"0",538691
"B00M0D4AC4",5,21.9,"0",1013635
"B00M0DI4EO",5,145.18,"0",540501
"B00M0JHQJC",5,10.5,"1",605150
"B00M0JQL5W",5,18.48,"0",1947577
"B00M0T12L0",5,7.26,"0",1115156
"B00M0U345G",4.12,28,"1",74624
"B00M0UL28W",3.71428571428571,30,"0",537925
"B00M0UN6PE",4,5.99,"0",1195649
"B00M0UVHNC",4,5.98,"0",179857
"B00M0V03Q8",3.72307692307692,38.99,"1",20526
"B00M0V352C",4.32692307692308,26,"1",62591
"B00M0V36MG",3.95,26,"1",215898
"B00M0V39VE",4.04299065420561,38,"1",81785
"B00M0V3B1C",3.92307692307692,26,"1",43757
"B00M0V3D7Y",4.15384615384615,26,"1",36803
"B00M0V3T32",4.52,26,"1",183724
"B00M0Y8Q2S",3.5,2.9,"0",901767
"B00M0ZDJ8S",5,54.99,"0",415152
"B00M11OIM2",5,21.98,"0",567826
"B00M16MHHA",3.97945205479452,14.95,"0",67717
"B00M16NEYK",1,14.49,"0",899734
"B00M1HLKG8",1,9,"0",703397
"B00M1QZWKY",4.57142857142857,7.98,"1",40285
"B00M1RGK0O",5,12.94,"0",913367
"B00M1UZVK6",3,19.99,"0",763436
"B00M1V17ZI",3.75,39.99,"0",394191
"B00M1V2FGS",5,49.99,"0",377335
"B00M1VQN7K",5,3.99,"0",965612
"B00M1X1MTW",5,49.99,"0",154363
"B00M1XG18E",4.5,54.99,"0",959985
"B00M1XGR6K",4.525,27,"1",58955
"B00M24T9V8",3,70.01,"0",1305244
"B00M25665Y",5,15.36,"0",216464
"B00M268MXM",4.39130434782609,25,"1",46423
"B00M268TXK",4.33333333333333,24,"1",83935
"B00M268Z16",3.73529411764706,26,"1",34511
"B00M2F79LY",5,21.58,"0",1427200
"B00M2II35M",5,120,"1",756317
"B00M2J4HXI",4.76923076923077,7.2,"0",24527
"B00M2JX79I",5,40.13,"0",954561
"B00M2O1HA4",5,23.79,"0",1482260
"B00M2S6N8Q",5,14.9,"0",1539421
"B00M369GJA",1,9,"0",1561858
"B00M3EXZ26",4.58333333333333,25,"1",171407
"B00M3JV67C",5,6.86,"0",952654
"B00M3JZR6S",5,84,"0",769222
"B00M3JZURE",5,65,"0",747960
"B00M3K04F6",5,85.48,"0",716761
"B00M3XZHQO",5,3.95,"0",1381346
"B00M3YPBZU",4.08695652173913,9.5,"0",37313
"B00M3YSXGE",5,5.71,"0",1689811
"B00M40FE0A",5,3.99,"0",1287541
"B00M40HQ56",5,3.99,"0",1339905
"B00M4DCQ6M",4.26086956521739,29,"1",32406
"B00M4E3EOY",3,5.99,"0",840805
"B00M4EQ00Y",5,5.99,"0",1361704
"B00M4FFJTQ",4,5.99,"0",1173763
"B00M4IJ2K0",2.5,5.99,"0",987402
"B00M4JARPI",1,5.96,"0",783976
"B00M4JFJOW",5,5.99,"0",1166961
"B00M4K4FPU",5,5.99,"0",1009589
"B00M4KNHWM",3.16666666666667,5.98,"0",476786
"B00M4L2CRC",3.66666666666667,5.99,"0",476734
"B00M4RASQS",4.552,30,"1",3626
"B00M4YG6RQ",4.33333333333333,29.95,"0",472207
"B00M518IX8",3.71428571428571,2.29,"0",894142
"B00M5DTZOC",3.91666666666667,2.49,"0",615085
"B00M5I9LYG",4.42857142857143,25,"0",760515
"B00M5I9REA",3.66666666666667,21,"0",767681
"B00M5I9XQM",5,25,"0",805944
"B00M5KDD8O",5,39.95,"0",104171
"B00M681EX6",3.8,25,"0",492017
"B00M6JF1NE",5,81.97,"0",1397644
"B00M6M2EFE",4,3.36,"0",623593
"B00M73HFJM",3.33333333333333,19.99,"0",169191
"B00M7BX6Y2",3,3.99,"0",500373
"B00M7BX9KI",3.5609756097561,3.99,"0",75795
"B00M8AAQC2",5,8.44,"0",2494524
"B00M8EOU3Y",4.96,12.3,"0",825196
"B00M8EWFX6",4.80769230769231,14.19,"0",306932
"B00M8HDQMC",5,9.44,"0",956077
"B00M8KSDO0",2.83333333333333,4.79,"0",911086
"B00M8RB6VA",5,67.54,"0",1661043
"B00M8RC1I2",5,15.58,"0",1175036
"B00M911QZ6",2.33333333333333,20,"1",651350
"B00M91244S",5,20,"1",507631
"B00M970200",3.9047619047619,16.77,"0",340368
"B00M9AL41I",5,215,"1",228113
"B00M9AL4WW",5,49,"1",323464
"B00M9BS1EU",4.6,58,"1",47217
"B00M9RC398",3.47706422018349,25.25,"1",9729
"B00M9XQQBI",5,62.37,"0",1210263
"B00MAJLBFM",5,19.49,"0",551823
"B00MALMIHK",5,2.98,"0",656133
"B00MAP2VE6",5,11.44,"0",299308
"B00MAP3FQY",2,69.95,"0",1634074
"B00MATAXT2",4.34666666666667,19.15,"1",13269
"B00MAXXUQQ",4.18181818181818,19.99,"1",110166
"B00MBFVVIC",5,9.88,"0",1131332
"B00MBGCNG0",3.36,79.99,"0",360415
"B00MBGVJAG",5,13.65,"0",940453
"B00MBKVUO2",1,4.95,"0",1626168
"B00MBV4L3S",4.23076923076923,12.99,"0",397154
"B00MBW9C68",5,9.99,"0",1991247
"B00MBXI3TY",1,7.99,"0",3099620
"B00MBYAPD0",4,10.03,"0",211515
"B00MC4VJUM",4.66666666666667,27.97,"1",118583
"B00MCM02GQ",4.7906976744186,11.87,"0",120426
"B00MD42U2C",2,14.57,"1",1500746
"B00MDFYGOG",4,7,"0",1498210
"B00MDYYWW8",5,46.4,"0",534757
"B00MDZMSGE",3,17.99,"0",1032488
"B00MEEX7FK",2.6,18.5,"1",406444
"B00MEFER4E",5,69.99,"0",665284
"B00MEGC0HY",4.66666666666667,3.75,"1",26111
"B00MEMK60G",4,57.5,"1",118124
"B00MEP7IBI",3.75,18,"1",90353
"B00MEP9MA8",4.43157894736842,23,"1",8666
"B00MEPGC10",3,18,"1",234112
"B00MEPOWM6",5,24,"1",175425
"B00MEWI7AM",4.85714285714286,12.5,"0",662038
"B00MEZW8KY",5,34.5,"0",705465
"B00MFR3QJI",4.40625,45.88,"0",476542
"B00MFTOMLC",4.38111888111888,90,"1",20497
"B00MFTPFWC",4.50769230769231,70,"1",48320
"B00MFVNGGC",5,225,"1",411628
"B00MFVS77U",5,6.99,"0",1911508
"B00MFW4F20",4.7037037037037,10.83,"1",14882
"B00MFW4F2K",4.55714285714286,20,"1",34638
"B00MFWOXWM",3,159.86,"0",2073975
"B00MG1YC50",5,86.91,"0",953583
"B00MG8NP7E",4.8,11.99,"0",565473
"B00MGK9Z8U",4.08928571428571,6.47,"0",45960
"B00MGK9ZNA",4.16666666666667,6.79,"0",56591
